Session: ClassificationLearnerSession_00-feature_selection_ReliefF,,,,,,,,,,
Training Data: train_data    Observations: 864,,,,,,,,,,
"Predictors: 36    Predictor Names: mean_fmg_Extensor, rms_fmg_Extensor, std_fmg_Extensor, median_fmg_Extensor, wl_fmg_Extensor, ssc_fmg_Extensor, rms_Extensor, mav_Extensor, sd_Extensor, iqr_Extensor, wl_Extensor, ssc_Extensor, iemg_Extensor, kurt_Extensor, log_Extensor, mnf_Extensor, pkf_Extensor, mnpsd_Extensor, mean_fmg_Flexor, rms_fmg_Flexor, std_fmg_Flexor, median_fmg_Flexor, wl_fmg_Flexor, ssc_fmg_Flexor, rms_Flexor, mav_Flexor, sd_Flexor, iqr_Flexor, wl_Flexor, ssc_Flexor, iemg_Flexor, kurt_Flexor, log_Flexor, mnf_Flexor, pkf_Flexor, mnpsd_Flexor",,,,,,,,,,
0,3.9,Naive Bayes,Kernel Naive Bayes,61.5740740740741,59.2592592592593,1323.44264193463,26.7638668,936862,24/36,ReliefF
0,3.10,SVM,Linear SVM,68.4027777777778,72.6851851851852,13186.6119259474,22.5269557,83728,24/36,ReliefF
0,3.11,SVM,Quadratic SVM,87.3842592592593,87.962962962963,11043.5940763388,23.3869843,222912,24/36,ReliefF
0,3.12,SVM,Cubic SVM,87.962962962963,90.2777777777778,12447.0029950601,25.0271365,212512,24/36,ReliefF
0,3.13,SVM,Fine Gaussian SVM,79.6296296296296,78.2407407407407,9674.03864240991,24.4153429,761384,24/36,ReliefF
0,3.14,SVM,Medium Gaussian SVM,86.2268518518518,87.962962962963,12663.4226417307,28.1630664,346424,24/36,ReliefF
0,3.15,SVM,Coarse Gaussian SVM,64.1203703703704,63.4259259259259,9921.99064530836,27.4811645,518232,24/36,ReliefF
0,3.16,KNN,Fine KNN,87.1527777777778,87.962962962963,12404.7924996949,26.8232987,188846,24/36,ReliefF
0,3.17,KNN,Medium KNN,82.9861111111111,83.7962962962963,12723.3957329501,34.1591776,188846,24/36,ReliefF
0,3.18,KNN,Coarse KNN,59.9537037037037,61.5740740740741,9565.16155602151,35.0336114,188846,24/36,ReliefF
0,3.19,KNN,Cosine KNN,80.9027777777778,84.7222222222222,11799.7967812777,35.7369519,188834,24/36,ReliefF
0,3.20,KNN,Cubic KNN,82.5231481481482,81.9444444444444,5193.7247301848,35.1505305,188862,24/36,ReliefF
0,3.21,KNN,Weighted KNN,86.8055555555556,86.5740740740741,10500.0783860018,37.0234769,188864,24/36,ReliefF
0,3.22,Ensemble,Boosted Trees,74.537037037037,71.2962962962963,4040.92937634055,39.6230156,444986,24/36,ReliefF
0,3.23,Ensemble,Bagged Trees,82.9861111111111,84.2592592592593,3467.63321591274,40.2062959,1302314,24/36,ReliefF
0,3.24,Ensemble,Subspace Discriminant,66.3194444444444,65.7407407407407,1974.58905008097,41.1755256,303026,24/36,ReliefF
0,3.25,Ensemble,Subspace KNN,58.3333333333333,56.4814814814815,1505.97080822002,49.2706605,3127066,24/36,ReliefF
0,3.26,Ensemble,RUSBoosted Trees,68.5185185185185,68.0555555555556,3801.88651016741,49.5588058,444986,24/36,ReliefF
0,3.27,Neural Network,Narrow Neural Network,81.5972222222222,77.7777777777778,26704.9107363632,53.288765,11949,24/36,ReliefF
0,3.28,Neural Network,Medium Neural Network,83.2175925925926,85.1851851851852,26165.3260974901,48.0329129,15549,24/36,ReliefF
0,3.29,Neural Network,Wide Neural Network,85.8796296296296,84.7222222222222,23594.6311290741,49.2734139,33549,24/36,ReliefF
0,3.30,Neural Network,Bilayered Neural Network,80.9027777777778,76.8518518518518,29620.3859563716,57.6028441,13749,24/36,ReliefF
0,3.31,Neural Network,Trilayered Neural Network,79.8611111111111,77.7777777777778,30356.4778053391,55.7925633,15549,24/36,ReliefF
0,3.32,Kernel,SVM Kernel,45.4861111111111,44.4444444444444,5958.19334337399,60.5854153,203038,24/36,ReliefF
0,3.33,Kernel,Logistic Regression Kernel,40.5092592592593,42.1296296296296,5255.75578254797,59.3008505,203458,24/36,ReliefF
0,4.1,Tree,Fine Tree,73.8425925925926,76.3888888888889,32043.5554995123,20.8270164,36327,18/36,ReliefF
0,4.2,Tree,Medium Tree,65.9722222222222,61.5740740740741,34679.8535739516,12.7831918,13555,18/36,ReliefF
0,4.3,Tree,Coarse Tree,48.2638888888889,43.0555555555556,32052.9467193957,14.8723266,8083,18/36,ReliefF
0,4.4,Discriminant,Linear Discriminant,64.6990740740741,63.8888888888889,24938.5196217658,13.1279379,14356,18/36,ReliefF
0,4.5,Discriminant,Quadratic Discriminant,82.6388888888889,81.9444444444444,17417.072359469,15.3280742,41806,18/36,ReliefF
0,4.6,Efficient Logistic Regression,Efficient Logistic Regression,66.2037037037037,70.8333333333333,15519.5826956653,17.3157989,143306,18/36,ReliefF
0,4.7,Efficient Linear SVM,Efficient Linear SVM,62.7314814814815,66.6666666666667,16027.3355111217,15.9351483,142862,18/36,ReliefF
0,4.8,Naive Bayes,Gaussian Naive Bayes,57.6388888888889,59.2592592592593,7732.33242585821,14.6845134,19400,18/36,ReliefF
0,4.9,Naive Bayes,Kernel Naive Bayes,61.2268518518518,62.5,1874.86491858659,24.5567066,703634,18/36,ReliefF
0,4.10,SVM,Linear SVM,68.0555555555556,72.2222222222222,13619.4897420336,19.0841283,73422,18/36,ReliefF
0,4.11,SVM,Quadratic SVM,86.6898148148148,85.6481481481482,11866.3062825499,22.3663529,176222,18/36,ReliefF
0,4.12,SVM,Cubic SVM,88.0787037037037,88.8888888888889,12274.1220593249,21.5010559,166782,18/36,ReliefF
0,4.13,SVM,Fine Gaussian SVM,84.0277777777778,81.0185185185185,10145.5248723883,23.8014998,570102,18/36,ReliefF
0,4.14,SVM,Medium Gaussian SVM,85.8796296296296,86.1111111111111,10787.3518299793,25.3954053,261462,18/36,ReliefF
0,4.15,SVM,Coarse Gaussian SVM,63.8888888888889,63.4259259259259,9445.77154133345,24.5853574,396502,18/36,ReliefF
0,4.16,KNN,Fine KNN,87.8472222222222,87.037037037037,13504.3467115978,23.8146816,146472,18/36,ReliefF
0,4.17,KNN,Medium KNN,83.912037037037,81.0185185185185,14819.4903741921,29.3565338,146472,18/36,ReliefF
0,4.18,KNN,Coarse KNN,60.8796296296296,62.962962962963,12220.0975344822,32.1197425,146472,18/36,ReliefF
0,4.19,KNN,Cosine KNN,81.712962962963,82.4074074074074,12227.0322134183,31.3150915,146460,18/36,ReliefF
0,4.20,KNN,Cubic KNN,82.7546296296296,80.0925925925926,5991.44554719095,33.0835864,146488,18/36,ReliefF
0,4.21,KNN,Weighted KNN,87.7314814814815,86.1111111111111,11416.5809982637,32.2402173,146490,18/36,ReliefF
0,4.22,Ensemble,Boosted Trees,74.537037037037,73.1481481481482,3402.08377631299,35.3702159,420000,18/36,ReliefF
0,4.23,Ensemble,Bagged Trees,83.7962962962963,82.4074074074074,3470.53599295288,32.5975925,1301180,18/36,ReliefF
0,4.24,Ensemble,Subspace Discriminant,62.1527777777778,62.037037037037,2459.17107149556,31.6834755,246054,18/36,ReliefF
0,4.25,Ensemble,Subspace KNN,68.287037037037,62.962962962963,1533.14439931172,33.885883,3231072,18/36,ReliefF
0,4.26,Ensemble,RUSBoosted Trees,68.8657407407407,67.5925925925926,4049.08009961487,36.7338043,420000,18/36,ReliefF
0,4.27,Neural Network,Narrow Neural Network,79.2824074074074,82.4074074074074,29947.4879118213,40.7631104,10567,18/36,ReliefF
0,4.28,Neural Network,Medium Neural Network,85.5324074074074,79.1666666666667,26170.0020293867,35.3927195,13447,18/36,ReliefF
0,4.29,Neural Network,Wide Neural Network,85.9953703703704,86.1111111111111,26686.3519695084,34.675774,27847,18/36,ReliefF
0,4.30,Neural Network,Bilayered Neural Network,80.787037037037,84.7222222222222,32504.4204506979,46.4888435,12367,18/36,ReliefF
0,4.31,Neural Network,Trilayered Neural Network,77.4305555555556,78.7037037037037,28083.4963953012,45.815386,14167,18/36,ReliefF
0,4.32,Kernel,SVM Kernel,66.6666666666667,62.962962962963,5837.97984275293,46.074177,194172,18/36,ReliefF
0,4.33,Kernel,Logistic Regression Kernel,62.3842592592593,59.2592592592593,5621.85600630897,44.2785679,194600,18/36,ReliefF
