Session: ClassificationLearnerSession_00-feature_selection_Chi2,,,,,,,,,,
Training Data: train_data    Observations: 864,,,,,,,,,,
"Predictors: 36    Predictor Names: mean_fmg_Extensor, rms_fmg_Extensor, std_fmg_Extensor, median_fmg_Extensor, wl_fmg_Extensor, ssc_fmg_Extensor, rms_Extensor, mav_Extensor, sd_Extensor, iqr_Extensor, wl_Extensor, ssc_Extensor, iemg_Extensor, kurt_Extensor, log_Extensor, mnf_Extensor, pkf_Extensor, mnpsd_Extensor, mean_fmg_Flexor, rms_fmg_Flexor, std_fmg_Flexor, median_fmg_Flexor, wl_fmg_Flexor, ssc_fmg_Flexor, rms_Flexor, mav_Flexor, sd_Flexor, iqr_Flexor, wl_Flexor, ssc_Flexor, iemg_Flexor, kurt_Flexor, log_Flexor, mnf_Flexor, pkf_Flexor, mnpsd_Flexor",,,,,,,,,,
0,3.9,Naive Bayes,Kernel Naive Bayes,62.037037037037,60.6481481481482,1926.76465662445,6.316965,936888,24/36,Chi2
0,3.10,SVM,Linear SVM,70.7175925925926,72.2222222222222,14861.166773596,2.0967448,84014,24/36,Chi2
0,3.11,SVM,Quadratic SVM,87.7314814814815,85.6481481481482,13773.3581168759,1.7556017,234222,24/36,Chi2
0,3.12,SVM,Cubic SVM,86.3425925925926,88.4259259259259,12998.4624503907,2.8929438,220702,24/36,Chi2
0,3.13,SVM,Fine Gaussian SVM,80.5555555555556,75.462962962963,10958.9458102961,1.8060712,772486,24/36,Chi2
0,3.14,SVM,Medium Gaussian SVM,83.7962962962963,84.7222222222222,14145.8926156476,3.038964,357110,24/36,Chi2
0,3.15,SVM,Coarse Gaussian SVM,64.3518518518518,62.5,13175.8735116143,2.3896664,511446,24/36,Chi2
0,3.16,KNN,Fine KNN,87.5,85.1851851851852,13112.743796109,1.1746414,188872,24/36,Chi2
0,3.17,KNN,Medium KNN,82.1759259259259,82.4074074074074,18371.6430287695,2.1613629,188872,24/36,Chi2
0,3.18,KNN,Coarse KNN,60.1851851851852,62.962962962963,15477.9627131579,1.1798548,188872,24/36,Chi2
0,3.19,KNN,Cosine KNN,79.2824074074074,81.9444444444444,15220.110275336,2.2170505,188860,24/36,Chi2
0,3.20,KNN,Cubic KNN,81.5972222222222,79.6296296296296,6899.97747924017,1.2823203,188888,24/36,Chi2
0,3.21,KNN,Weighted KNN,86.8055555555556,86.5740740740741,18389.0040566483,2.2650074,188890,24/36,Chi2
0,3.22,Ensemble,Boosted Trees,73.2638888888889,69.4444444444444,5243.1352249481,3.450782,445792,24/36,Chi2
0,3.23,Ensemble,Bagged Trees,82.5231481481482,84.7222222222222,3654.30912409932,5.5864357,1287456,24/36,Chi2
0,3.24,Ensemble,Subspace Discriminant,65.625,64.8148148148148,2442.58028074407,3.5001864,303434,24/36,Chi2
0,3.25,Ensemble,Subspace KNN,56.4814814814815,59.7222222222222,1505.82093906758,4.6440331,3127490,24/36,Chi2
0,3.26,Ensemble,RUSBoosted Trees,68.9814814814815,69.9074074074074,4687.31435875207,4.9464556,445792,24/36,Chi2
0,3.27,Neural Network,Narrow Neural Network,76.2731481481482,79.1666666666667,32887.7249611742,7.5615094,11975,24/36,Chi2
0,3.28,Neural Network,Medium Neural Network,83.912037037037,79.6296296296296,31578.8319487136,3.2714218,15575,24/36,Chi2
0,3.29,Neural Network,Wide Neural Network,85.3009259259259,85.1851851851852,32665.282928987,3.6100119,33575,24/36,Chi2
0,3.30,Neural Network,Bilayered Neural Network,75.3472222222222,75.462962962963,31318.8725205893,8.8855431,13775,24/36,Chi2
0,3.31,Neural Network,Trilayered Neural Network,77.1990740740741,75.9259259259259,35919.6298282593,10.9303432,15575,24/36,Chi2
0,3.32,Kernel,SVM Kernel,42.0138888888889,37.5,6390.36238680035,10.3875143,203324,24/36,Chi2
0,3.33,Kernel,Logistic Regression Kernel,39.8148148148148,35.1851851851852,5092.48999184259,4.6699382,203728,24/36,Chi2
0,4.1,Tree,Fine Tree,72.6851851851852,73.6111111111111,46113.2015050837,9.8948472,36717,18/36,Chi2
0,4.2,Tree,Medium Tree,62.8472222222222,61.1111111111111,46726.9502011855,1.8921131,13557,18/36,Chi2
0,4.3,Tree,Coarse Tree,48.9583333333333,43.0555555555556,43681.810368363,3.3567435,8077,18/36,Chi2
0,4.4,Discriminant,Linear Discriminant,65.2777777777778,65.7407407407407,38196.9619268245,1.4672811,14350,18/36,Chi2
0,4.5,Discriminant,Quadratic Discriminant,80.4398148148148,81.4814814814815,25486.0490429458,3.2471582,41800,18/36,Chi2
0,4.6,Efficient Logistic Regression,Efficient Logistic Regression,56.4814814814815,70.8333333333333,22526.9854513219,2.4562378,143240,18/36,Chi2
0,4.7,Efficient Linear SVM,Efficient Linear SVM,59.4907407407407,65.2777777777778,21438.8335686477,4.1919346,142796,18/36,Chi2
0,4.8,Naive Bayes,Gaussian Naive Bayes,50.6944444444444,56.4814814814815,10074.8853165543,2.3951038,19394,18/36,Chi2
0,4.9,Naive Bayes,Kernel Naive Bayes,60.0694444444444,61.5740740740741,2820.37906678096,4.7536801,703628,18/36,Chi2
0,4.10,SVM,Linear SVM,68.4027777777778,72.2222222222222,18025.4985698519,4.013245,73356,18/36,Chi2
0,4.11,SVM,Quadratic SVM,85.6481481481482,85.6481481481482,14730.8298878991,3.121752,184796,18/36,Chi2
0,4.12,SVM,Cubic SVM,86.2268518518518,90.2777777777778,12427.255964076,1.9691646,170716,18/36,Chi2
0,4.13,SVM,Fine Gaussian SVM,82.2916666666667,80.0925925925926,14833.4329096191,4.9688271,572116,18/36,Chi2
0,4.14,SVM,Medium Gaussian SVM,84.6064814814815,85.1851851851852,16197.7323174756,2.303292,273876,18/36,Chi2
0,4.15,SVM,Coarse Gaussian SVM,60.6481481481482,61.5740740740741,15719.808960655,2.7277748,398676,18/36,Chi2
0,4.16,KNN,Fine KNN,86.2268518518518,86.1111111111111,20552.9798252521,1.5866539,146466,18/36,Chi2
0,4.17,KNN,Medium KNN,81.8287037037037,81.9444444444444,17615.0380232013,3.4170275,146466,18/36,Chi2
0,4.18,KNN,Coarse KNN,59.0277777777778,62.962962962963,18007.5031263026,1.5616481,146466,18/36,Chi2
0,4.19,KNN,Cosine KNN,78.2407407407407,82.4074074074074,16903.7231232759,3.0509522,146454,18/36,Chi2
0,4.20,KNN,Cubic KNN,80.6712962962963,82.8703703703704,7592.84760785754,1.510113,146482,18/36,Chi2
0,4.21,KNN,Weighted KNN,85.5324074074074,87.5,19953.5341311668,2.5113203,146484,18/36,Chi2
0,4.22,Ensemble,Boosted Trees,72.337962962963,69.9074074074074,4782.5119479769,3.885147,419814,18/36,Chi2
0,4.23,Ensemble,Bagged Trees,83.4490740740741,83.3333333333333,3796.39377742938,5.6094783,1281414,18/36,Chi2
0,4.24,Ensemble,Subspace Discriminant,60.8796296296296,60.6481481481482,2875.65967100323,4.06997,245936,18/36,Chi2
0,4.25,Ensemble,Subspace KNN,64.6990740740741,70.8333333333333,2045.90450882782,5.1358695,3230974,18/36,Chi2
0,4.26,Ensemble,RUSBoosted Trees,69.3287037037037,66.2037037037037,4561.08769271783,5.665837,419814,18/36,Chi2
0,4.27,Neural Network,Narrow Neural Network,78.9351851851852,80.0925925925926,36111.7961020994,10.1340185,10561,18/36,Chi2
0,4.28,Neural Network,Medium Neural Network,82.6388888888889,81.0185185185185,37750.8531081099,3.4058118,13441,18/36,Chi2
0,4.29,Neural Network,Wide Neural Network,85.6481481481482,81.9444444444444,32941.1405869928,4.2971658,27841,18/36,Chi2
0,4.30,Neural Network,Bilayered Neural Network,78.0092592592593,83.7962962962963,32114.5418659887,9.8036012,12361,18/36,Chi2
0,4.31,Neural Network,Trilayered Neural Network,78.3564814814815,81.4814814814815,31098.0416152265,8.9874589,14161,18/36,Chi2
0,4.32,Kernel,SVM Kernel,54.0509259259259,69.4444444444444,6419.97802049192,10.1346914,194106,18/36,Chi2
0,4.33,Kernel,Logistic Regression Kernel,53.0092592592593,66.2037037037037,5166.74719775725,5.0000951,194534,18/36,Chi2
